Data ID:;D:\mrolf2\ML3.3_5-20\NO3-1\ML3.3_5-20_NO3-1.ilab
Date of Export:;2020-07-10 11:18:35
Classes:;24
Particles:;2760

Particle Classes:
;Class;Class Name;Class ID;No. of Particles
;1;PU;PU;14
;2;PET;PET;30
;3;PA;PA;0
;4;PC;PC;1
;5;PMMA;PMMA;0
;6;PVC;PVC;24
;7;PE;PE;27
;8;PP;PP;3
;9;POM;POM;0
;10;ABS;ABS;0
;11;PAN;PAN;0
;12;PS;PS;4
;13;PBT;PBT;0
;14;PPSU;PPSU;0
;15;CA;CA;0
;16;EVAc;EVAc;1
;17;PEEK;PEEK;0
;18;EVOH;EVOH;2
;19;PSU;PSU;0
;20;SILICONE;SI;0
;21;Substrat;Substrate;0
;22;Non-Polymer;Non-Polymer;2653
;23;PLA;PLA;1
;24;PLA-PBAT;PLAPBAT;0

Filter Parameters:
;Minimum Size:;1
;Minimum Relevance:;0,00000000000000
;Minimum Aux. Parameter:;0,00000000000000
;Selected Classes:;[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,23,24]

Particle Properties:
;Particle;Size;Class Idx;Class Name;XPos;YPos;Left Edge;Right Edge;Bottom Edge;Top Edge;CenterX;CenterY;PC1LdX;PC1LdY;Length;Width;Aspect;Direction;Relevance;Similarity;Done;polymere?;Form;Farbe;L‰nge;Breite;Kommentar
;00001;1;1;PU;233;260;233;233;260;260;234,000000000000;261,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,55414820408889;0,53404227080705;;"";"";"";"";"";""
;00002;1;1;PU;236;365;236;236;365;365;237,000000000000;366,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,13200859064351;0,23885679189945;;"";"";"";"";"";""
;00003;2;1;PU;237;364;237;238;364;364;238,000000000000;365,000000000000;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,21117517422154;0,17446402549089;;"";"";"";"";"";""
;00004;8;1;PU;321;397;321;324;396;398;323,000000000000;398,000000000000;0,81558274403279;-0,57864046491405;4,60402916192652;2,63116548806556;1,74980600148849;144,645023109594;0,97351111111111;0,66517967881496;;"";"";"";"";"";""
;00005;1;1;PU;325;395;325;325;395;395;326,000000000000;396,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,32117115546934;0,35471629759382;;"";"";"";"";"";""
;00006;1;1;PU;508;288;508;508;288;288;509,000000000000;289,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,43413333333333;0,20764452611669;;"";"";"";"";"";""
;00007;1;1;PU;509;557;509;509;557;557;510,000000000000;558,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,41706823012504;0,19025357066583;;"";"";"";"";"";""
;00008;1;1;PU;549;242;549;549;242;242;550,000000000000;243,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,43342222222222;0,00000000000000;;"";"";"";"";"";""
;00009;1;1;PU;569;39;569;569;39;39;570,000000000000;40,0000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,39212203748820;0,14338018361822;;"";"";"";"";"";""
;00010;1;1;PU;594;578;594;594;578;578;595,000000000000;579,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,54400000000000;0,14922939596927;;"";"";"";"";"";""
;00011;1;1;PU;619;485;619;619;485;485;620,000000000000;486,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,46707072821728;0,26064673736383;;"";"";"";"";"";""
;00012;1;1;PU;655;884;655;655;884;884;656,000000000000;885,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,31585303647139;0,33904726955875;;"";"";"";"";"";""
;00013;1;1;PU;821;619;821;821;619;619;822,000000000000;620,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,41884272816988;0,25576082196388;;"";"";"";"";"";""
;00014;1;1;PU;822;618;822;822;618;618;823,000000000000;619,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,42834488888889;0,23134465199023;;"";"";"";"";"";""
;00015;1;2;PET;125;554;125;125;554;554;126,000000000000;555,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,39994898605616;0,48288652121350;;"";"";"";"";"";""
;00016;1;2;PET;251;697;251;251;697;697;252,000000000000;698,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,32469817672691;0,20425607224558;;"";"";"";"";"";""
;00017;1;2;PET;257;847;257;257;847;847;258,000000000000;848,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,35743042200969;0,60229727081569;;"";"";"";"";"";""
;00018;3;2;PET;259;815;259;260;814;815;261,000000000000;816,000000000000;0,70710678118655;-0,70710678118655;2,41421356237311;1,70710678118655;1,41421356237310;135,000000000000;0,75524657016028;0,42960822619317;;"";"";"";"";"";""
;00019;1;2;PET;260;845;260;260;845;845;261,000000000000;846,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,35082528843784;0,62487695081295;OK;"ja";"Faser";"";"924";"23";""
;00020;1;2;PET;262;844;262;262;844;844;263,000000000000;845,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,47778562106254;0,64330123335318;;"";"";"";"";"";""
;00021;4;2;PET;284;835;284;286;834;835;286,000000000000;836,000000000000;0,94868329805051;-0,31622776601684;3,21359436211787;1,94868329805047;1,64911064067356;161,565051177078;0,27047429509204;0,56483288831550;;"";"";"";"";"";""
;00022;20;2;PET;287;836;287;295;836;842;292,000000000000;840,000000000000;0,83465277703006;0,55077648987226;10,9818811554741;3,22008204393251;3,41043520185048;33,4202997399536;0,76582874074074;0,71001258872685;OK;"ja";"Faser";"blau";"321";"39";""
;00023;1;2;PET;299;849;299;299;849;849;300,000000000000;850,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,23247174071850;0,48806698466500;;"";"";"";"";"";""
;00024;20;2;PET;326;764;326;332;764;767;329,000000000000;767,000000000000;0,94720973388114;0,32061459736079;7,64510219536931;4,48285839636503;1,70540791597799;18,7000971922086;0,78865426395479;0,63591803637269;OK;"ja";"Fragment";"transparent";"108";"63";""
;00025;7;2;PET;364;300;364;366;300;303;366,000000000000;302,000000000000;0,38268343236509;0,92387953251129;4,15432202989899;2,46507563265749;1,68527163015294;67,5000000000000;0,51228318024691;0,66839317284395;OK;"ja";"Fragment";"transparent";"167";"43";""
;00026;1;2;PET;372;329;372;372;329;329;373,000000000000;330,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,37107030664752;0,31029216621760;;"";"";"";"";"";""
;00027;2;2;PET;373;328;373;374;328;328;374,000000000000;329,000000000000;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,46804831481749;0,40684371587564;;"";"";"";"";"";""
;00028;1;2;PET;389;855;389;389;855;855;390,000000000000;856,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,33730760248889;0,11925621440623;;"";"";"";"";"";""
;00029;8;2;PET;450;103;450;453;102;105;452,000000000000;104,000000000000;0,84834699484176;-0,52944062589016;5,13336286219578;2,69669398968352;1,90357633525865;148,032332039143;0,86966992592593;0,62910592307701;OK;"ja";"Fragment";"rot";"87";"39";""
;00030;1;2;PET;471;749;471;471;749;749;472,000000000000;750,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,20610859951934;0,49566504609063;;"";"";"";"";"";""
;00031;6;2;PET;472;750;472;475;749;751;475,000000000000;751,000000000000;1,00000000000000;0,00000000000000;4,00000000000000;3,00000000000000;1,33333333333333;0,00000000000000;0,67882198913580;0,81165305423293;OK;"ja";"Fragment";"transparent";"102";"64";""
;00032;1;2;PET;508;738;508;508;738;738;509,000000000000;739,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,71572107678657;0,70368911533404;;"";"";"";"";"";""
;00033;1;2;PET;509;737;509;509;737;737;510,000000000000;738,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,76337303703704;0,68338090391582;;"";"";"";"";"";""
;00034;1;2;PET;513;732;513;513;732;732;514,000000000000;733,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,41155723061728;0,65206088546007;;"";"";"";"";"";""
;00035;1;2;PET;515;731;515;515;731;731;516,000000000000;732,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,42367203555556;0,47942082944469;;"";"";"";"";"";""
;00036;1;2;PET;517;729;517;517;729;729;518,000000000000;730,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,35747621216739;0,46451542346347;;"";"";"";"";"";""
;00037;2;2;PET;518;728;518;519;728;728;520,000000000000;729,000000000000;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,42548647264571;0,39147795393146;;"";"";"";"";"";""
;00038;2;2;PET;520;727;520;521;727;727;522,000000000000;728,000000000000;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,54738730097778;0,47170493464439;;"";"";"";"";"";""
;00039;1;2;PET;523;726;523;523;726;726;524,000000000000;727,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,22521192123379;0,52227270871187;OK;"ja";"Faser";"";"682";"26";""
;00040;2;2;PET;548;728;548;549;728;728;550,000000000000;729,000000000000;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,53416533333333;0,63884139125115;;"";"";"";"";"";""
;00041;9;2;PET;576;750;576;577;750;755;577,000000000000;754,000000000000;0,17842480549374;0,98395355011531;6,09819255607033;2,34080316110277;2,60517101882135;79,7219773902083;0,32696931720092;0,63925426514009;;"";"";"";"";"";""
;00042;1;2;PET;582;755;582;582;755;755;583,000000000000;756,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,63466666666667;0,60783790984054;;"";"";"";"";"";""
;00043;4;2;PET;584;762;584;585;762;763;586,000000000000;764,000000000000;1,00000000000000;0,00000000000000;2,00000000000000;2,00000000000000;1,00000000000000;0,00000000000000;0,59105280000000;0,43926173287569;;"";"";"";"";"";""
;00044;1;2;PET;650;172;650;650;172;172;651,000000000000;173,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,40151924938272;0,31404759654556;;"";"";"";"";"";""
;00045;1;4;PC;294;853;294;294;853;853;295,000000000000;854,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,38554828800000;8,33879064431219E-02;;"";"";"";"";"";""
;00046;1;6;PVC;57;444;57;57;444;444;58,0000000000000;445,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,61813333333333;0,31078040425142;;"";"";"";"";"";""
;00047;1;6;PVC;177;783;177;177;783;783;178,000000000000;784,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,56212694913580;0,49632554894858;;"";"";"";"";"";""
;00048;1;6;PVC;231;261;231;231;261;261;232,000000000000;262,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,28093007207474;0,63218839853692;;"";"";"";"";"";""
;00049;9;6;PVC;233;221;233;236;220;222;236,000000000000;222,000000000000;0,93788501490462;0,34694624773494;4,16060129244886;3,22271627754418;1,29102314139158;20,3006473225022;0,47178444901055;0,76448493935658;OK;"ja";"Fragment";"";"97";"61";""
;00050;1;6;PVC;234;260;234;234;260;260;235,000000000000;261,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,39520233126453;0,52158274246472;;"";"";"";"";"";""
;00051;1;6;PVC;314;820;314;314;820;820;315,000000000000;821,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,42419124148148;0,66104998746291;OK;"ja";"Fragment";"";"80";"42";""
;00052;1;6;PVC;316;818;316;316;818;818;317,000000000000;819,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,60835555555556;0,72349116164505;;"";"";"";"";"";""
;00053;1;6;PVC;316;820;316;316;820;820;317,000000000000;821,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,68931163275062;0,69106356754709;;"";"";"";"";"";""
;00054;38;6;PVC;351;405;351;359;401;409;356,000000000000;406,000000000000;0,83544066084707;0,54958066032513;9,85970858735834;7,37552594553586;1,33681430452103;33,3382492716331;0,72675555555556;0,54121125217304;OK;"ja";"Fragment";"";"273";"130";""
;00055;3;6;PVC;353;408;353;355;408;408;355,000000000000;409,000000000000;1,00000000000000;0,00000000000000;3,00000000000000;1,00000000000000;3,00000000000000;0,00000000000000;0,42080487428383;0,57924549429688;;"";"";"";"";"";""
;00056;55;6;PVC;355;410;355;362;407;419;360,000000000000;414,000000000000;0,16675033791848;0,98599915050880;12,8319898061056;8,40224506731698;1,52720965685938;80,4010697251356;0,83488312888889;0,58132912047204;;"";"";"";"";"";""
;00057;1;6;PVC;360;405;360;360;405;405;361,000000000000;406,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,40844199506173;0,19936185748653;;"";"";"";"";"";""
;00058;1;6;PVC;453;638;453;453;638;638;454,000000000000;639,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,64547680711111;0,46926525867307;;"";"";"";"";"";""
;00059;2;6;PVC;460;201;460;461;201;201;462,000000000000;202,000000000000;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,43467826567901;0,16387918800159;;"";"";"";"";"";""
;00060;16;6;PVC;461;195;461;465;194;198;464,000000000000;197,000000000000;0,98880602020357;0,14920675054829;5,25363758191088;5,25363758191087;1,00000000000000;8,58095940143265;0,71826046729382;0,62785682793641;;"";"";"";"";"";""
;00061;1;6;PVC;462;200;462;462;200;200;463,000000000000;201,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,43781688888889;0,22038983153215;;"";"";"";"";"";""
;00062;1;6;PVC;465;199;465;465;199;199;466,000000000000;200,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,59155471028780;0,28731889889311;;"";"";"";"";"";""
;00063;2;6;PVC;467;201;467;468;201;201;468,000000000000;202,000000000000;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,49026370370370;0,46428493468696;;"";"";"";"";"";""
;00064;17;6;PVC;469;199;469;474;199;202;472,000000000000;201,000000000000;0,96467804543659;0,26343171535075;6,35025365788454;4,68432928236202;1,35563776052107;15,2737858744535;0,36385951288889;0,40932421270103;;"";"";"";"";"";""
;00065;3;6;PVC;552;700;552;554;700;700;554,000000000000;701,000000000000;1,00000000000000;0,00000000000000;3,00000000000000;1,00000000000000;3,00000000000000;0,00000000000000;0,71719645234568;0,43737727084993;;"";"";"";"";"";""
;00066;1;6;PVC;577;672;577;577;672;672;578,000000000000;673,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,40917423445333;0,61700800547290;;"";"";"";"";"";""
;00067;1;6;PVC;578;674;578;578;674;674;579,000000000000;675,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,48119100642713;0,21999831413937;;"";"";"";"";"";""
;00068;3;6;PVC;658;380;658;659;380;381;659,000000000000;382,000000000000;0,70710678118655;0,70710678118655;2,41421356237311;1,70710678118655;1,41421356237310;45,0000000000000;0,31941894940646;0,66319553057151;;"";"";"";"";"";""
;00069;1;6;PVC;659;383;659;659;383;383;660,000000000000;384,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,75682247111111;0,49195701251915;;"";"";"";"";"";""
;00070;1;7;PE;142;802;142;142;802;802;143,000000000000;803,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,46512355555556;0,00000000000000;;"";"";"";"";"";""
;00071;1;7;PE;166;382;166;166;382;382;167,000000000000;383,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,36580162370370;0,00000000000000;;"";"";"";"";"";""
;00072;1;7;PE;169;170;169;169;170;170;170,000000000000;171,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,38885436681481;0,11485921730560;;"";"";"";"";"";""
;00073;2;7;PE;194;244;194;195;244;244;196,000000000000;245,000000000000;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,15946666666667;0,32339778828721;;"";"";"";"";"";""
;00074;1;7;PE;229;302;229;229;302;302;230,000000000000;303,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,39722666666667;0,20208288715337;;"";"";"";"";"";""
;00075;1;7;PE;253;599;253;253;599;599;254,000000000000;600,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,40521371876117;2,66514850742254E-02;;"";"";"";"";"";""
;00076;1;7;PE;280;611;280;280;611;611;281,000000000000;612,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,47628490271605;0,00000000000000;;"";"";"";"";"";""
;00077;1;7;PE;286;555;286;286;555;555;287,000000000000;556,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,39016520804293;0,34439728377142;;"";"";"";"";"";""
;00078;1;7;PE;328;508;328;328;508;508;329,000000000000;509,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,31930952146910;6,67593134533692E-02;;"";"";"";"";"";""
;00079;1;7;PE;351;157;351;351;157;157;352,000000000000;158,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,38010488941564;0,29660413549559;;"";"";"";"";"";""
;00080;1;7;PE;370;245;370;370;245;245;371,000000000000;246,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,38248169876543;0,20709598073314;;"";"";"";"";"";""
;00081;2;7;PE;419;510;419;420;510;510;420,000000000000;511,000000000000;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,39343348242963;0,12956869441262;;"";"";"";"";"";""
;00082;1;7;PE;430;401;430;430;401;401;431,000000000000;402,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,34914387605597;0,16213830090107;;"";"";"";"";"";""
;00083;1;7;PE;439;553;439;439;553;553;440,000000000000;554,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,46518044444444;0,16087975586180;;"";"";"";"";"";""
;00084;1;7;PE;455;624;455;455;624;624;456,000000000000;625,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,39909560984125;0,22573207955243;;"";"";"";"";"";""
;00085;1;7;PE;530;272;530;530;272;272;531,000000000000;273,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,48805357037037;0,24074081940718;;"";"";"";"";"";""
;00086;2;7;PE;582;338;582;582;338;339;583,000000000000;340,000000000000;0,00000000000000;1,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;90,0000000000000;0,48995555555556;0,65774233897864;;"";"";"";"";"";""
;00087;10;7;PE;593;326;593;596;324;327;596,000000000000;326,000000000000;-0,51449575542753;0,85749292571254;4,25847311770769;4,08697453256514;1,04196223484537;120,963756532074;0,60063893591089;0,63863594512468;OK;"ja";"Fragment";"";"169";"138";""
;00088;1;7;PE;595;322;595;595;322;322;596,000000000000;323,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,42277925925926;0,43923935793824;;"";"";"";"";"";""
;00089;1;7;PE;597;320;597;597;320;320;598,000000000000;321,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,44416696176162;0,10839807711732;;"";"";"";"";"";""
;00090;14;7;PE;598;323;598;601;322;327;600,000000000000;325,000000000000;-7,53018434999967E-02;0,99716078561359;6,06110577156795;3,99148235684083;1,51850997441592;94,3185657075354;0,60480000000000;0,67161907839125;;"";"";"";"";"";""
;00091;1;7;PE;599;480;599;599;480;480;600,000000000000;481,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,41269333333333;0,20625181505786;;"";"";"";"";"";""
;00092;2;7;PE;635;364;635;635;364;365;636,000000000000;366,000000000000;0,00000000000000;1,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;90,0000000000000;0,52959004444444;0,22048001119100;;"";"";"";"";"";""
;00093;1;7;PE;745;201;745;745;201;201;746,000000000000;202,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,41684823898812;0,10639471266810;;"";"";"";"";"";""
;00094;1;7;PE;757;748;757;757;748;748;758,000000000000;749,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,43464650271605;0,13011793379229;;"";"";"";"";"";""
;00095;1;7;PE;800;497;800;800;497;497;801,000000000000;498,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,40296865185185;0,00000000000000;;"";"";"";"";"";""
;00096;1;7;PE;819;643;819;819;643;643;820,000000000000;644,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,45226666666667;7,85826229226468E-02;;"";"";"";"";"";""
;00097;1;8;PP;200;434;200;200;434;434;201,000000000000;435,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,50773333333333;0,45183242696426;;"";"";"";"";"";""
;00098;2;8;PP;725;573;725;726;573;573;726,000000000000;574,000000000000;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,54727111111111;0,31518539666975;OK;"ja";"Fragment";"";"68";"33";""
;00099;1;8;PP;728;572;728;728;572;572;729,000000000000;573,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,47490970864198;0,46518455670704;;"";"";"";"";"";""
;00100;2;12;PS;345;711;345;346;711;711;346,000000000000;712,000000000000;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,40185600000000;0,78532335106319;OK;"ja";"Fragment";"weiﬂ";"45";"37";""
;00101;6;12;PS;712;235;712;714;234;236;714,000000000000;236,000000000000;0,70710678118655;-0,70710678118655;3,12132034355966;2,41421356237311;1,29289321881345;135,000000000000;0,97351111111111;0,79594992088424;OK;"ja";"Kugel";"grau";"38";"38";""
;00102;9;12;PS;729;110;729;731;110;113;731,000000000000;112,000000000000;-0,13273315102541;0,99115181007698;4,10618858125635;3,24776992220472;1,26431018194445;97,6275593515289;0,88000000000000;0,83944759395163;OK;"ja";"Kugel";"transparent";"61";"61";""
;00103;1;12;PS;859;475;859;859;475;475;860,000000000000;476,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,80058548148148;0,57257359742251;OK;"ja";"Kugel";"transparent";"29";"29";""
;00104;1;16;EVAc;506;829;506;506;829;829;507,000000000000;830,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,40912023703704;0,59294315460682;;"";"";"";"";"";""
;00105;1;18;EVOH;204;704;204;204;704;704;205,000000000000;705,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,44160000000000;0,39624395587757;;"";"";"";"";"";""
;00106;2;18;EVOH;508;252;508;508;252;253;509,000000000000;254,000000000000;0,00000000000000;1,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;90,0000000000000;0,34936743708444;0,35523509995201;;"";"";"";"";"";""
;02760;1;23;PLA;677;266;677;677;266;266;678,000000000000;267,000000000000;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,49703442962963;0,18014977197843;;"";"";"";"";"";""
