MP identifier,Coordinates [pixels],Coordinates [µm],,,Polymer group,Number of pixels [-],Area on map [µm²],Major dimension [µm],Minor dimension [µm],Volume [µm³],Mass [ng],Sampling_Site,Sample_replicate,Sampling_Period
MP_14,[1326,336],[7293,1848],pp,283,8560.8,166.1,65.6,224698.766,213.46383,Vainosjoki 1 (S15),1,Oct2021
MP_15,[1427,1806],[7849,9933],pp,2145,64886.3,720.8,114.6,2974621.5,2825.8905,Vainosjoki 1 (S15),1,Oct2021
MP_16,[1418,237],[7799,1304],pp,85,2571.3,72.1,45.4,46720.418,44.3844,Vainosjoki 1 (S15),1,Oct2021
MP_17,[1515,1694],[8333,9317],pp,123,3720.8,115.7,41,60951.836,57.90424,Vainosjoki 1 (S15),1,Oct2021
MP_18,[1538,1626],[8459,8943],pp,103,3115.8,96.6,41.1,51184.277,48.62506,Vainosjoki 1 (S15),1,Oct2021
MP_19,[1554,1485],[8547,8168],pp,158,4779.5,125.6,48.4,92618.07,87.98716,Vainosjoki 1 (S15),1,Oct2021
MP_20,[1864,446],[10252,2453],pp,38,1149.5,51.7,28.3,13023.377,12.37221,Vainosjoki 1 (S15),1,Oct2021
MP_21,[1890,493],[10395,2712],pp,100,3025,110.9,34.7,42036.691,39.93486,Vainosjoki 1 (S15),1,Oct2021
MP_22,[2036,1217],[11198,6694],pp,964,29161,265.1,140.1,1633817.625,1552.12675,Vainosjoki 1 (S15),1,Oct2021
MP_23,[722,902],[3971,4961],pp,266,8046.5,128.2,79.9,257223,244.36184,Vainosjoki 1 (S15),1,Oct2021
MP_24,[903,859],[4967,4725],pp,27,816.8,46.5,22.4,7311.978,6.94638,Vainosjoki 1 (S15),1,Oct2021
MP_25,[1079,1813],[5935,9972],pp,44,1331,50.3,33.7,17920.146,17.02414,Vainosjoki 1 (S15),1,Oct2021
MP_26,[1205,1719],[6628,9455],pp,104,3146,85.3,47,59121.84,56.16575,Vainosjoki 1 (S15),1,Oct2021
MP_27,[1403,1064],[7717,5852],pp,40,1210,62.3,24.7,11977.425,11.37855,Vainosjoki 1 (S15),1,Oct2021
MP_28,[1558,1354],[8569,7447],pp,289,8742.3,124.6,89.4,312449.094,296.82663,Vainosjoki 1 (S15),1,Oct2021
MP_29,[1617,981],[8894,5396],pp,52,1573,60.9,32.9,20693.273,19.65861,Vainosjoki 1 (S15),1,Oct2021
MP_30,[1642,661],[9031,3636],pp,54,1633.5,61.3,33.9,22164.396,21.05618,Vainosjoki 1 (S15),1,Oct2021
MP_31,[1801,1747],[9906,9609],pp,208,6292,117.5,68.2,171604.328,163.02411,Vainosjoki 1 (S15),1,Oct2021
MP_32,[1811,2037],[9961,11204],pp,323,9770.8,170.4,73,285407.625,271.13725,Vainosjoki 1 (S15),1,Oct2021
MP_33,[1932,647],[10626,3559],pp,63,1905.8,64.9,37.4,28516.547,27.09072,Vainosjoki 1 (S15),1,Oct2021
MP_34,[1941,1918],[10676,10549],pp,264,7986,125.8,80.8,258245.203,245.33294,Vainosjoki 1 (S15),1,Oct2021
MP_35,[2130,1528],[11715,8404],pp,33,998.3,49.7,25.6,10217.486,9.70661,Vainosjoki 1 (S15),1,Oct2021
MP_36,[1648,981],[9064,5396],pmma,164,4961,161.6,39.1,77544.734,91.50278,Vainosjoki 1 (S15),1,Oct2021
MP_37,[2073,512],[11402,2816],pmma,75,2268.8,82,35.2,31973.371,37.72858,Vainosjoki 1 (S15),1,Oct2021
MP_1,[1075,65],[5913,358],pe,56,1694,66,32.7,22146.617,21.03929,Vainosjoki 3 (S16),1,Oct2021
MP_2,[983,97],[5407,534],ps,109,3297.3,100.9,41.6,54873.875,57.06883,Vainosjoki 3 (S16),1,Oct2021
MP_3,[807,101],[4439,556],ps,20,605,33.5,23,5557.228,5.77952,Vainosjoki 3 (S16),1,Oct2021
MP_4,[907,38],[4989,209],ps,29,877.3,44.2,25.3,8868.281,9.22301,Vainosjoki 3 (S16),1,Oct2021
MP_5,[922,41],[5071,226],ps,23,695.8,37.6,23.6,6561.946,6.82442,Vainosjoki 3 (S16),1,Oct2021
MP_6,[960,86],[5280,473],ps,20,605,33.5,23,5557.228,5.77952,Vainosjoki 3 (S16),1,Oct2021
MP_7,[2075,488],[11413,2684],pp,6,181.5,17.8,13,942.634,0.8955,Vainosjoki 3 (S16),1,Oct2021
MP_8,[98,1068],[539,5874],pp,53,1603.3,73,28,17940.039,17.04304,Vainosjoki 3 (S16),1,Oct2021
MP_9,[780,1979],[4290,10885],pp,129,3902.3,108.3,45.9,71612.859,68.03222,Vainosjoki 3 (S16),1,Oct2021
MP_1,[155,1576],[853,8668],pe,135,4083.8,91.6,56.7,92678.906,88.04496,Näätämövuono 1 (S17),1,Oct2021
MP_2,[671,844],[3691,4642],pe,512,15488,211.4,93.3,577808.688,548.91825,Näätämövuono 1 (S17),1,Oct2021
MP_3,[842,679],[4631,3735],pe,187,5656.8,137.2,52.5,118788.461,112.84904,Näätämövuono 1 (S17),1,Oct2021
MP_4,[1157,1003],[6364,5517],pe,150,4537.5,157.1,36.8,66766.414,63.42809,Näätämövuono 1 (S17),1,Oct2021
MP_5,[1706,1978],[9383,10879],pe,30,907.5,45,25.7,9327.854,8.86146,Näätämövuono 1 (S17),1,Oct2021
MP_6,[824,1240],[4532,6820],abs,403,12190.8,169.5,91.6,446593.281,477.85484,Näätämövuono 1 (S17),1,Oct2021
MP_7,[1334,2169],[7337,11930],abs,375,11343.8,186.7,77.4,351058.875,375.633,Näätämövuono 1 (S17),1,Oct2021
MP_8,[666,1588],[3663,8734],pp,133,4023.3,84.2,60.8,97850.82,92.95828,Näätämövuono 1 (S17),1,Oct2021
MP_9,[1859,1372],[10225,7546],pp,74,2238.5,64.9,43.9,39344.066,37.37686,Näätämövuono 1 (S17),1,Oct2021
MP_10,[1018,2187],[5599,12029],pp,74,2238.5,94.1,30.3,27130.432,25.77391,Näätämövuono 1 (S17),1,Oct2021
MP_11,[1743,1637],[9587,9004],pp,155,4688.8,96.8,61.7,115726.031,109.93973,Näätämövuono 1 (S17),1,Oct2021
MP_12,[1871,1402],[10291,7711],pp,204,6171,122.5,64.1,158264.875,150.35163,Näätämövuono 1 (S17),1,Oct2021
MP_13,[775,436],[4263,2398],pp,42,1270.5,50.9,31.8,16165.644,15.35736,Näätämövuono 1 (S17),1,Oct2021
MP_14,[832,719],[4576,3955],pp,57,1724.3,58.7,37.4,25806.627,24.51629,Näätämövuono 1 (S17),1,Oct2021
MP_15,[1798,1456],[9889,8008],pp,469,14187.3,196.6,91.9,521533.063,495.45641,Näätämövuono 1 (S17),1,Oct2021
MP_1,[727,542],[3999,2981],pet,130,3932.5,105.7,47.4,74510.453,102.82442,Näätämövuono 2 (S8 ),1,Oct2021
MP_2,[28,429],[154,2360],pe,387,11706.8,174.7,85.3,399431.031,379.45947,Näätämövuono 2 (S8 ),1,Oct2021
MP_3,[1214,1802],[6677,9911],pe,240,7260,143.2,64.6,187494.063,178.11936,Näätämövuono 2 (S8 ),1,Oct2021
MP_4,[1701,1106],[9356,6083],pe,17,514.3,30.1,21.8,4475.063,4.25131,Näätämövuono 2 (S8 ),1,Oct2021
MP_5,[1941,1217],[10676,6694],pe,614,18573.5,245.1,96.5,716931.938,681.08531,Näätämövuono 2 (S8 ),1,Oct2021
MP_6,[588,866],[3234,4763],pe,179,5414.8,102,67.6,146363.141,139.04498,Näätämövuono 2 (S8 ),1,Oct2021
MP_7,[1284,1765],[7062,9708],pe,393,11888.3,231.3,65.4,311191.313,295.63175,Näätämövuono 2 (S8 ),1,Oct2021
MP_8,[1847,1040],[10159,5720],pe,129,3902.3,127.2,39.1,60970.117,57.92161,Näätämövuono 2 (S8 ),1,Oct2021
MP_9,[1456,1453],[8008,7992],pp,45,1361.3,68.9,25.1,13692.059,13.00746,Näätämövuono 2 (S8 ),1,Oct2021
MP_10,[1751,1647],[9631,9059],pp,263,7955.8,148,68.4,217824.969,206.93372,Näätämövuono 2 (S8 ),1,Oct2021
MP_11,[806,770],[4433,4235],pp,6,181.5,17.8,13,942.634,0.8955,Näätämövuono 2 (S8 ),1,Oct2021
MP_12,[640,1998],[3520,10989],pp,44,1331,55.2,30.7,16359.217,15.54126,Näätämövuono 2 (S8 ),1,Oct2021
MP_13,[1165,1492],[6408,8206],pp,93,2813.3,89.6,40,44969.172,42.72071,Näätämövuono 2 (S8 ),1,Oct2021
MP_1,[715,1495],[3933,8223],pet,337,10194.3,264.6,49.1,200052.891,276.073,Vainosjoki 1 (S19),1,July2023
MP_2,[752,1496],[4136,8228],pet,222,6715.5,150.9,56.7,152240.813,210.09233,Vainosjoki 1 (S19),1,July2023
MP_3,[1124,2155],[6182,11853],pet,160,4840,188.5,32.7,63293.34,87.34481,Vainosjoki 1 (S19),1,July2023
MP_4,[341,748],[1876,4114],pe,187,5656.8,120.3,59.9,135424.906,128.65366,Vainosjoki 1 (S19),1,July2023
MP_5,[688,1727],[3784,9499],pe,124,3751,84.9,56.3,84418.859,80.19791,Vainosjoki 1 (S19),1,July2023
MP_6,[1129,1897],[6210,10434],abs,145,4386.3,99.5,56.1,98493.656,105.38822,Vainosjoki 1 (S19),1,July2023
MP_7,[1164,1734],[6402,9537],pp,351,10617.8,169.9,79.6,338032.813,321.13116,Vainosjoki 1 (S19),1,July2023
MP_8,[1489,595],[8190,3273],pp,953,28828.3,280.3,131,1510222.875,1434.71175,Vainosjoki 1 (S19),1,July2023
MP_9,[831,1091],[4571,6001],pp,19,574.8,36.6,20,4595.115,4.36536,Vainosjoki 1 (S19),1,July2023
MP_10,[1697,1040],[9334,5720],pp,67,2026.8,76.6,33.7,27320.961,25.95491,Vainosjoki 1 (S19),1,July2023
MP_11,[1873,1350],[10302,7425],pp,18,544.5,45.2,15.4,3343.503,3.17633,Vainosjoki 1 (S19),1,July2023
MP_1,[1928,2020],[10604,11110],pe,78,2359.5,78.3,38.4,36234.453,34.42273,Vainosjoki 1 (S19),2,July2023
MP_2,[316,1695],[1738,9323],pp,765,23141.3,341.2,86.4,799393.813,759.42413,Vainosjoki 1 (S19),2,July2023
MP_3,[495,808],[2723,4444],pp,32,968,46.5,26.5,10270.87,9.75733,Vainosjoki 1 (S19),2,July2023
MP_4,[743,2095],[4087,11523],pp,1131,34212.8,395.9,110,1505809.875,1430.51938,Vainosjoki 1 (S19),2,July2023
MP_5,[1025,1624],[5638,8932],pp,575,17393.8,256.7,86.3,600153.188,570.1455,Vainosjoki 1 (S19),2,July2023
MP_6,[394,1154],[2167,6347],pp,122,3690.5,107.3,43.8,64670.039,61.43654,Vainosjoki 1 (S19),2,July2023
MP_7,[1133,1563],[6232,8597],pp,38,1149.5,55.5,26.4,12136.198,11.52939,Vainosjoki 1 (S19),2,July2023
MP_8,[291,1661],[1601,9136],pp,125,3781.3,131.9,36.5,55217.461,52.45659,Vainosjoki 1 (S19),2,July2023
MP_9,[732,432],[4026,2376],pp,25,756.3,55,17.5,5295.881,5.03109,Vainosjoki 1 (S19),2,July2023
MP_10,[1989,1376],[10940,7568],pp,19,574.8,35.1,20.8,4790.638,4.55111,Vainosjoki 1 (S19),2,July2023
MP_11,[1868,1505],[10274,8278],pp,36,1089,47,29.5,12851.149,12.20859,Vainosjoki 1 (S19),2,July2023
MP_12,[2214,694],[12177,3817],pp,35,1058.8,49.7,27.1,11493.498,10.91882,Vainosjoki 1 (S19),2,July2023
MP_1,[1042,224],[5731,1232],pet,32,968,68,18.1,7021.33,9.68944,Vainosjoki 1 (S19),3,July2023
MP_2,[1053,207],[5792,1139],pet,40,1210,80.6,19.1,9251.44,12.76699,Vainosjoki 1 (S19),3,July2023
MP_3,[540,1741],[2970,9576],pe,133,4023.3,89.3,57.4,92356.406,87.73859,Vainosjoki 1 (S19),3,July2023
MP_4,[608,1515],[3344,8333],pe,202,6110.5,141.3,55.1,134585.438,127.85616,Vainosjoki 1 (S19),3,July2023
MP_5,[1204,1773],[6622,9752],pe,450,13612.5,179.1,96.8,526817.875,500.47697,Vainosjoki 1 (S19),3,July2023
MP_6,[1395,1754],[7673,9647],pp,96,2904,106.2,34.8,40431.43,38.40986,Vainosjoki 1 (S19),3,July2023
MP_7,[1477,1397],[8124,7684],pp,31,937.8,51.7,23.1,8667.22,8.23386,Vainosjoki 1 (S19),3,July2023
MP_8,[1714,367],[9427,2019],pp,66,1996.5,71.6,35.5,28347.088,26.92973,Vainosjoki 1 (S19),3,July2023
MP_9,[785,1840],[4318,10120],pp,2438,73749.5,561.9,167.1,4929526.5,4683.05,Vainosjoki 1 (S19),3,July2023
MP_10,[1253,324],[6892,1782],pp,49,1482.3,65,29,17216.934,16.35609,Vainosjoki 1 (S19),3,July2023
MP_11,[1375,1418],[7563,7799],pp,79,2389.8,79.6,38.2,36542.379,34.71526,Vainosjoki 1 (S19),3,July2023
MP_12,[834,1483],[4587,8157],pan,142,4295.5,191,28.6,49211.859,58.06999,Vainosjoki 1 (S19),3,July2023
MP_1,[1452,1295],[7986,7123],pe,227,6866.8,167.9,52.1,143027.516,135.87614,Sollomusjoki (S20),1,July2023
MP_2,[1480,1324],[8140,7282],pe,193,5838.3,204,36.4,85103.672,80.84848,Sollomusjoki (S20),1,July2023
MP_3,[675,2033],[3713,11182],pp,395,11948.8,161.3,94.3,450923.75,428.37756,Sollomusjoki (S20),1,July2023
MP_4,[840,498],[4620,2739],pp,294,8893.5,147.9,76.6,272438.75,258.81681,Sollomusjoki (S20),1,July2023
MP_5,[1839,1989],[10115,10940],pp,178,5384.5,131.5,52.1,112246.914,106.63457,Sollomusjoki (S20),1,July2023
MP_6,[2077,836],[11424,4598],pp,2245,67911.3,434.8,198.9,5402240.5,5132.1285,Sollomusjoki (S20),1,July2023
MP_7,[1059,62],[5825,341],pp,216,6534,218.1,38.2,99714.539,94.72881,Sollomusjoki (S20),1,July2023
MP_8,[1106,978],[6083,5379],pp,29,877.3,39.6,28.2,9892.386,9.39777,Sollomusjoki (S20),1,July2023
MP_9,[898,118],[4939,649],pp,37,1119.3,45.5,31.3,14009.595,13.30912,Sollomusjoki (S20),1,July2023
MP_10,[230,1052],[1265,5786],pp,85,2571.3,78.4,41.8,42973.695,40.82501,Sollomusjoki (S20),1,July2023
MP_11,[995,1610],[5473,8855],pp,252,7623,152.6,63.6,193989.406,184.28994,Sollomusjoki (S20),1,July2023
MP_12,[1106,674],[6083,3707],pp,85,2571.3,67.6,48.4,49808.922,47.31848,Sollomusjoki (S20),1,July2023
MP_13,[1159,65],[6375,358],pp,114,3448.5,86.2,50.9,70273.516,66.75984,Sollomusjoki (S20),1,July2023
MP_14,[2132,810],[11726,4455],pp,48,1452,51,36.2,21051.564,19.99899,Sollomusjoki (S20),1,July2023
MP_1,[448,1245],[2464,6848],pet,8,242,28.2,10.9,1058.534,1.46078,Sollomusjoki (S20),2,July2023
MP_2,[745,1964],[4098,10802],pet,10,302.5,25.3,15.2,1839.825,2.53896,Sollomusjoki (S20),2,July2023
MP_3,[768,301],[4224,1656],pe,994,30068.5,458.9,83.4,1003461.188,953.28813,Sollomusjoki (S20),2,July2023
MP_4,[734,313],[4037,1722],pe,853,25803.3,326.5,100.6,1038470.813,986.54725,Sollomusjoki (S20),2,July2023
MP_5,[730,786],[4015,4323],pe,10298,311514.5,1268.1,312.8,38973404,37024.732,Sollomusjoki (S20),2,July2023
MP_6,[984,1070],[5412,5885],pe,128,3872,94.3,52.3,80973.781,76.92509,Sollomusjoki (S20),2,July2023
MP_7,[1000,1628],[5500,8954],pe,937,28344.3,287,125.8,1425907,1354.61163,Sollomusjoki (S20),2,July2023
MP_8,[1029,771],[5660,4241],pe,1575,47643.8,392.6,154.5,2944815.5,2797.57475,Sollomusjoki (S20),2,July2023
MP_9,[1075,1059],[5913,5825],pe,859,25984.8,494.9,66.9,694838.188,660.09625,Sollomusjoki (S20),2,July2023
MP_10,[1321,1270],[7266,6985],pe,77,2329.3,72.3,41,38219.559,36.30858,Sollomusjoki (S20),2,July2023
MP_11,[1720,1001],[9460,5506],pe,89,2692.3,79.6,43.1,46379.133,44.06018,Sollomusjoki (S20),2,July2023
MP_12,[1748,870],[9614,4785],pe,3152,95348,484.7,250.4,9551597,9074.017,Sollomusjoki (S20),2,July2023
MP_13,[1801,554],[9906,3047],pe,258,7804.5,151.2,65.7,205110.625,194.85509,Sollomusjoki (S20),2,July2023
MP_14,[1758,1435],[9669,7893],pe,61,1845.3,73,32.2,23764.646,22.57641,Sollomusjoki (S20),2,July2023
MP_15,[1662,384],[9141,2112],ps,111,3357.8,117.3,36.4,48946.637,50.9045,Sollomusjoki (S20),2,July2023
MP_16,[535,773],[2943,4252],pp,1071,32397.8,348.8,118.3,1532666,1456.03263,Sollomusjoki (S20),2,July2023
MP_17,[808,299],[4444,1645],pp,46,1391.5,55.2,32.1,17880.219,16.98621,Sollomusjoki (S20),2,July2023
MP_18,[854,1639],[4697,9015],pp,167,5051.8,114.2,56.3,113860.758,108.16772,Sollomusjoki (S20),2,July2023
MP_19,[1291,993],[7101,5462],pp,181,5475.3,124.2,56.1,122901.398,116.75633,Sollomusjoki (S20),2,July2023
MP_20,[1299,1662],[7145,9141],pp,181,5475.3,113.7,61.3,134339.766,127.62277,Sollomusjoki (S20),2,July2023
MP_21,[1399,214],[7695,1177],pp,1207,36511.8,1138.6,40.8,596301,566.48594,Sollomusjoki (S20),2,July2023
MP_22,[1415,1844],[7783,10142],pp,44,1331,49.8,34,18102.025,17.19692,Sollomusjoki (S20),2,July2023
MP_23,[1506,243],[8283,1337],pp,40,1210,67.6,22.8,11030.35,10.47883,Sollomusjoki (S20),2,July2023
MP_24,[1529,266],[8410,1463],pp,212,6413,316.8,25.8,66125.711,62.81943,Sollomusjoki (S20),2,July2023
MP_25,[2243,1255],[12337,6903],pp,63,1905.8,70.9,34.2,26082.9,24.77876,Sollomusjoki (S20),2,July2023
MP_26,[1220,445],[6710,2448],pp,87,2631.8,89.2,37.6,39553.273,37.57561,Sollomusjoki (S20),2,July2023
MP_27,[1317,1943],[7244,10687],pp,543,16425.8,231,90.5,594816.5,565.07569,Sollomusjoki (S20),2,July2023
MP_28,[559,626],[3075,3443],pp,27,816.8,39.6,26.2,8574.969,8.14622,Sollomusjoki (S20),2,July2023
MP_29,[722,542],[3971,2981],pp,426,12886.5,225.1,72.9,375690.781,356.90625,Sollomusjoki (S20),2,July2023
MP_30,[855,315],[4703,1733],pp,175,5293.8,112.5,59.9,126839.008,120.49705,Sollomusjoki (S20),2,July2023
MP_31,[1190,770],[6545,4235],pp,32,968,51.3,24,9297.578,8.8327,Sollomusjoki (S20),2,July2023
MP_32,[1678,633],[9229,3482],pp,11,332.8,28.2,15,2001.291,1.90123,Sollomusjoki (S20),2,July2023
MP_1,[199,1262],[1095,6941],pet,5,151.3,17.8,10.8,654.607,0.90336,Sollomusjoki (S20),3,July2023
MP_2,[839,1988],[4615,10934],pet,18,544.5,33.5,20.7,4501.354,6.21187,Sollomusjoki (S20),3,July2023
MP_3,[293,687],[1612,3779],pe,439,13279.8,229.2,73.8,391897.25,372.30238,Sollomusjoki (S20),3,July2023
MP_4,[807,324],[4439,1782],pp,199,6019.8,114.2,67.1,161597.125,153.51727,Sollomusjoki (S20),3,July2023
MP_5,[1053,520],[5792,2860],pp,85,2571.3,70,46.8,48122.906,45.71676,Sollomusjoki (S20),3,July2023
MP_6,[300,1314],[1650,7227],pp,112,3388,75,57.5,77957.016,74.05916,Sollomusjoki (S20),3,July2023
MP_7,[456,1581],[2508,8696],pp,25,756.3,42.4,22.7,6870.448,6.52693,Sollomusjoki (S20),3,July2023
MP_8,[487,1203],[2679,6617],pp,12,363,30.1,15.4,2229.789,2.1183,Sollomusjoki (S20),3,July2023
MP_9,[732,2028],[4026,11154],pp,63,1905.8,57.5,42.2,32150.721,30.54318,Sollomusjoki (S20),3,July2023
MP_10,[1082,286],[5951,1573],pp,7,211.8,17.8,15.1,1283.029,1.21888,Sollomusjoki (S20),3,July2023
MP_11,[1162,1731],[6391,9521],pp,38,1149.5,50.3,29.1,13366.059,12.69776,Sollomusjoki (S20),3,July2023
MP_12,[1592,1963],[8756,10797],pp,167,5051.8,100.5,64,129265.297,122.80203,Sollomusjoki (S20),3,July2023
MP_13,[1619,1877],[8905,10324],pp,49,1482.3,56.9,33.1,19650.619,18.66809,Sollomusjoki (S20),3,July2023
MP_14,[1709,844],[9400,4642],pp,63,1905.8,63.8,38,28978.922,27.52997,Sollomusjoki (S20),3,July2023
MP_15,[313,1442],[1722,7931],pp,38,1149.5,49.1,29.8,13692.095,13.00749,Sollomusjoki (S20),3,July2023
MP_16,[769,2044],[4230,11242],pp,28,847,58,18.6,6295.258,5.9805,Sollomusjoki (S20),3,July2023
MP_17,[936,1012],[5148,5566],pp,37,1119.3,43.4,32.8,14702.958,13.96781,Sollomusjoki (S20),3,July2023
MP_18,[993,1631],[5462,8971],pp,32,968,40.3,30.6,11846.142,11.25383,Sollomusjoki (S20),3,July2023
MP_19,[1014,351],[5577,1931],pp,29,877.3,38.7,28.8,10120.368,9.61435,Sollomusjoki (S20),3,July2023
MP_20,[1110,1248],[6105,6864],pp,80,2420,62.5,49.3,47704.059,45.31886,Sollomusjoki (S20),3,July2023
MP_21,[1127,543],[6199,2987],pp,31,937.8,39.6,30.1,11303.903,10.73871,Sollomusjoki (S20),3,July2023
MP_22,[1571,1018],[8641,5599],pp,31,937.8,44.8,26.7,10002.286,9.50217,Sollomusjoki (S20),3,July2023
MP_23,[1620,1745],[8910,9598],pp,115,3478.8,73.2,60.5,84247.484,80.03511,Sollomusjoki (S20),3,July2023
MP_24,[1941,1626],[10676,8943],pp,61,1845.3,58.7,40,29555.697,28.07791,Sollomusjoki (S20),3,July2023
MP_1,[469,664],[2580,3652],pet,104,3146,172.8,23.2,29165.494,40.24838,Opukasjärvi 2 (S21),1,July2023
MP_2,[2006,731],[11033,4021],pet,29,877.3,53.6,20.8,7313.256,10.09229,Opukasjärvi 2 (S21),1,July2023
MP_3,[223,1413],[1227,7772],pe,91,2752.8,72,48.7,53633.008,50.95136,Opukasjärvi 2 (S21),1,July2023
MP_4,[326,1046],[1793,5753],pe,195,5898.8,110.7,67.9,160122.188,152.11608,Opukasjärvi 2 (S21),1,July2023
MP_5,[336,959],[1848,5275],pe,254,7683.5,140,69.9,214781.172,204.04211,Opukasjärvi 2 (S21),1,July2023
MP_6,[379,1235],[2085,6793],pe,385,11646.3,259.5,57.1,266155.313,252.84755,Opukasjärvi 2 (S21),1,July2023
MP_7,[374,901],[2057,4956],pe,167,5051.8,122.6,52.5,106015.703,100.71491,Opukasjärvi 2 (S21),1,July2023
MP_8,[443,1759],[2437,9675],pe,203,6140.8,151.5,51.6,126765.633,120.42735,Opukasjärvi 2 (S21),1,July2023
MP_9,[556,595],[3058,3273],pe,93,2813.3,107.9,33.2,37366.75,35.49841,Opukasjärvi 2 (S21),1,July2023
MP_10,[609,1703],[3350,9367],pe,615,18603.8,207.9,113.9,847865.563,805.47225,Opukasjärvi 2 (S21),1,July2023
MP_11,[630,1177],[3465,6474],pe,40,1210,87.6,17.6,8511.371,8.0858,Opukasjärvi 2 (S21),1,July2023
MP_12,[680,1541],[3740,8476],pe,1622,49065.5,612.2,102,2002819.25,1902.67825,Opukasjärvi 2 (S21),1,July2023
MP_13,[844,1387],[4642,7629],pe,243,7350.8,194,48.2,141828.703,134.73727,Opukasjärvi 2 (S21),1,July2023
MP_14,[902,1340],[4961,7370],pe,210,6352.5,122.4,66.1,167875.313,159.48155,Opukasjärvi 2 (S21),1,July2023
MP_15,[968,1528],[5324,8404],pe,196,5929,137,55.1,130683.813,124.14962,Opukasjärvi 2 (S21),1,July2023
MP_16,[1083,1134],[5957,6237],pe,305,9226.3,131.8,89.1,328976.813,312.52797,Opukasjärvi 2 (S21),1,July2023
MP_17,[1094,215],[6017,1183],pe,246,7441.5,165.3,57.3,170609.109,162.07866,Opukasjärvi 2 (S21),1,July2023
MP_18,[1242,198],[6831,1089],pe,51,1542.8,67,29.3,18094.191,17.18948,Opukasjärvi 2 (S21),1,July2023
